AgencyName,RdwyNumber,Street,StreetDir,RoadwayName,StreetSfx,OWNER,ROAD_CLASSIFICATION,COUNCIL_DISTRICT,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,DAY_OF_WEEK,CollisionDate,CollisionTime,HOUR_OF_DAY,UnitsInvolved,MotorVehiclesInvolved,MODE,AGE,GENDER,INJURY,FATALITY,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,IsSecondaryCollision
LOUISVILLE METRO POLICE DEPT,,,,SOUTHERN,AVE,METRO,PRIMARY COLLECTOR,0,,CATALPA,,,,,THURSDAY,2017/09/21 15:33:00+00,1133,11AM,2,2,MOTOR VEHICLE,43,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,0,,,,WALTER,,OAKWOOD,THURSDAY,2017/09/21 19:28:00+00,1528,3PM,2,1,PEDESTRIAN,47,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0071,,,I-71,,FEDERAL,INTERSTATE,0,,,,,,,FRIDAY,2017/09/22 16:53:00+00,1253,12PM,3,3,MOTOR VEHICLE,48,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,TRUE
LOUISVILLE METRO POLICE DEPT,I 0071,,,I-71,,FEDERAL,INTERSTATE,0,,,,,,,FRIDAY,2017/09/22 16:53:00+00,1253,12PM,3,3,MOTOR VEHICLE,46,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,TRUE
SHIVELY POLICE DEPARTMENT,US0031W,2922,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,,,,SATURDAY,2017/09/23 08:28:00+00,428,4AM,2,1,PEDESTRIAN,37,MALE,FALSE,TRUE,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1447,,,WESTPORT,RD,STATE,MINOR ARTERIAL,0,,,,FREYS HILL,,ASSEMBLY,SATURDAY,2017/09/23 14:20:00+00,1020,10AM,2,2,MOTOR VEHICLE,45,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,N,26TH,ST,METRO,MINOR ARTERIAL,0,,DUNCAN,,,,,SATURDAY,2017/09/23 16:37:00+00,1237,12PM,2,2,MOTOR VEHICLE,23,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,S,6TH,ST,METRO,MINOR ARTERIAL,0,,OAK,,,,,SATURDAY,2017/09/23 20:43:00+00,1643,4PM,2,2,MOTOR VEHICLE,66,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,W,MARKET,ST,METRO,MINOR ARTERIAL,0,,,,,,,SATURDAY,2017/09/24 01:00:00+00,2100,9PM,2,1,PEDESTRIAN,64,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,NEW CUT,RD,STATE,MAJOR ARTERIAL,0,,,,FRISBEE,,PARK,SUNDAY,2017/09/24 11:54:00+00,754,7AM,3,3,MOTOR VEHICLE,41,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,CAMDEN,AVE,METRO,LOCAL,0,,,,BELLEVUE,,CLIFF,SUNDAY,2017/09/24 20:08:00+00,1608,4PM,2,1,PEDESTRIAN,5,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1020,,S,3RD,ST,METRO,MAJOR ARTERIAL,0,,CHESTNUT,,,,,SUNDAY,2017/09/25 00:02:00+00,2002,8PM,2,2,MOTORCYCLE,24,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0022,,,BROWNSBORO,RD,STATE,MINOR ARTERIAL,0,,AVENUE OF THE WOODS,,,,,MONDAY,2017/09/25 16:20:00+00,1220,12PM,2,2,MOTOR VEHICLE,83,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0042,,,MELLWOOD,AVE,STATE,MAJOR ARTERIAL,0,US0060,FRANKFORT,,,,,MONDAY,2017/09/25 22:58:00+00,1858,6PM,2,2,MOTOR VEHICLE,69,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,N,13TH,ST,METRO,LOCAL,0,US0031W,MAIN,,,,,TUESDAY,2017/09/26 22:19:00+00,1819,6PM,2,2,MOTOR VEHICLE,54,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,N,13TH,ST,METRO,LOCAL,0,US0031W,MAIN,,,,,TUESDAY,2017/09/26 22:19:00+00,1819,6PM,2,2,MOTOR VEHICLE,50,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0071,,,I-71,,FEDERAL,INTERSTATE,0,,,I 0264,I264 W,I 0071,I71 S EXIT5 RAMP TO I264 W,TUESDAY,2017/09/27 03:35:00+00,2335,11PM,1,1,MOTOR VEHICLE,30,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,NEW CUT,RD,STATE,MINOR ARTERIAL,0,,,,,,,WEDNESDAY,2017/09/28 01:22:00+00,2122,9PM,2,1,PEDESTRIAN,80,FEMALE,TRUE,FALSE,CLEAR,DRY,TRUE,,SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,CEDAR SPRINGS,,,,,THURSDAY,2017/09/28 20:23:00+00,1623,4PM,3,3,MOTOR VEHICLE,30,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0042,,,BROWNSBORO,RD,STATE,MAJOR ARTERIAL,0,,,,,,,THURSDAY,2017/09/28 21:35:00+00,1735,5PM,1,1,MOTORCYCLE,46,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0150,,W,BROADWAY,,STATE,MAJOR ARTERIAL,0,KY1020,2ND,,,,,FRIDAY,2017/09/29 09:39:00+00,539,5AM,2,2,MOTORCYCLE,54,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,GILMORE,LN,METRO,PRIMARY COLLECTOR,0,KY0864,POPLAR LEVEL,,,,,FRIDAY,2017/09/29 22:30:00+00,1830,6PM,2,2,MOTOR VEHICLE,4,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1020,,S,2ND,ST,STATE,MAJOR ARTERIAL,0,,OAK,,,,,FRIDAY,2017/09/30 00:56:00+00,2056,8PM,2,2,MOTOR VEHICLE,40,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
SHIVELY POLICE DEPARTMENT,KY1931,,,7TH STREET,RD,STATE,MAJOR ARTERIAL,0,,,,NONNY LYNN,,OLEANDA,FRIDAY,2017/09/30 00:56:00+00,2056,8PM,2,2,MOTOR SCOOTER,17,FEMALE,TRUE,FALSE,CLEAR,DRY,TRUE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
SHIVELY POLICE DEPARTMENT,KY1931,,,7TH STREET,RD,STATE,MAJOR ARTERIAL,0,,,,NONNY LYNN,,OLEANDA,FRIDAY,2017/09/30 00:56:00+00,2056,8PM,2,2,MOTOR SCOOTER,17,MALE,TRUE,FALSE,CLEAR,DRY,TRUE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BUECHEL,BYP,STATE,MAJOR ARTERIAL,0,,,,,,,SUNDAY,2017/10/02 02:24:00+00,2224,10PM,2,2,MOTOR VEHICLE,79,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,CURVE & GRADE,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BUECHEL,BYP,STATE,MAJOR ARTERIAL,0,,,,,,,SUNDAY,2017/10/02 02:24:00+00,2224,10PM,2,2,MOTOR VEHICLE,55,FEMALE,FALSE,TRUE,CLOUDY,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,CURVE & GRADE,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0907,,,3RD STREET,RD,STATE,MINOR ARTERIAL,0,,,,,,,MONDAY,2017/10/02 19:55:00+00,1555,3PM,3,3,MOTOR VEHICLE,21,FEMALE,TRUE,FALSE,CLEAR,DRY,TRUE,,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,DIXIE,HWY,METRO,MINOR ARTERIAL,0,,,,,,,MONDAY,2017/10/02 22:23:00+00,1823,6PM,2,2,MOTOR SCOOTER,33,MALE,TRUE,FALSE,CLEAR,DRY,TRUE,,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0864,,,POPLAR LEVEL,RD,STATE,MAJOR ARTERIAL,0,,GILMORE,,,,,MONDAY,2017/10/03 01:57:00+00,2157,9PM,2,2,MOTOR VEHICLE,35,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0065,,,I-65,,FEDERAL,INTERSTATE,0,,,I 0065,I65 S EXIT128 ON RAMP FROM KY1631,I 0065,I65 S EXIT127 TRANSIT,MONDAY,2017/10/03 02:22:00+00,2222,10PM,2,2,MOTOR VEHICLE,33,MALE,TRUE,FALSE,CLOUDY,DRY,TRUE,,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0060A,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,0,,TENNESSEE,,,,,TUESDAY,2017/10/03 20:12:00+00,1612,4PM,2,2,MOTOR VEHICLE,21,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0265,,,I-265,,FEDERAL,INTERSTATE,0,,,,,,,TUESDAY,2017/10/03 21:47:00+00,1747,5PM,1,1,MOTORCYCLE,58,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY6304,,,OLD PRESTON,HWY,METRO,LOCAL,0,,,,,,,TUESDAY,2017/10/04 00:15:00+00,2015,8PM,2,1,PEDESTRIAN,39,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,,,FEGENBUSH,,BUECHEL,WEDNESDAY,2017/07/05 23:55:00+00,1955,7PM,2,2,MOTOR VEHICLE,54,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,,,FEGENBUSH,,BUECHEL,WEDNESDAY,2017/07/05 23:55:00+00,1955,7PM,2,2,MOTOR VEHICLE,61,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,WEDNESDAY,2017/07/06 03:00:00+00,2300,11PM,1,1,MOTOR VEHICLE,32,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,TRUE
JEFFERSONTOWN POLICE DEPT,,,,BUNSEN,WAY,JEFFERSONTOWN,LOCAL,0,,GASLIGHT,,,,,THURSDAY,2017/07/06 20:10:00+00,1610,4PM,2,2,MOTOR VEHICLE,32,FEMALE,TRUE,FALSE,RAINING,WET,FALSE,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,HEAD ON,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,W,HILL,ST,METRO,MINOR ARTERIAL,0,,7TH,,,,,THURSDAY,2017/07/06 22:47:00+00,1847,6PM,2,2,MOTOR VEHICLE,29,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0060,,,SHELBYVILLE,RD,STATE,MAJOR ARTERIAL,0,,LA FONTENAY,,,,,THURSDAY,2017/07/06 23:50:00+00,1950,7PM,2,2,MOTOR VEHICLE,68,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1020,,S,2ND,ST,STATE,MAJOR ARTERIAL,0,,,,,,,SATURDAY,2017/07/09 02:39:00+00,2239,10PM,2,1,PEDESTRIAN,56,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,,,,,,MONDAY,2017/07/10 13:50:00+00,950,9AM,2,2,MOTOR VEHICLE,27,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,MONDAY,2017/07/10 14:42:00+00,1042,10AM,2,2,MOTOR VEHICLE,30,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,13501,,BLAKELY,LN,METRO,LOCAL,0,,,,,,,MONDAY,2017/07/11 03:13:00+00,2313,11PM,2,1,PEDESTRIAN,87,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,S,WATTERSON,TRL,METRO,PRIMARY COLLECTOR,0,,,,STONE BLUFF,KY1747,HURSTBOURNE PKY,WEDNESDAY,2017/07/12 14:27:00+00,1027,10AM,2,2,MOTORCYCLE,41,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,CURVE & GRADE,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,,,WATTERSON,,WATTERSON,THURSDAY,2017/07/13 05:50:00+00,150,1AM,2,1,BICYCLE,47,MALE,FALSE,TRUE,CLOUDY,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,GOLDSMITH,,,,,THURSDAY,2017/07/13 11:20:00+00,720,7AM,2,1,PEDESTRIAN,20,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,I 0264,I264 W EXIT16 ON RAMP FROM US31E,I 0264,I264 W EXIT15A OFF RAMP TO KY1703 N,THURSDAY,2017/07/14 01:47:00+00,2147,9PM,2,2,MOTOR VEHICLE,20,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
ST. MATTHEWS POLICE DEPARTMENT,US0060,4900,,SHELBYVILLE,RD,STATE,MAJOR ARTERIAL,0,,BOWLING,,,,,FRIDAY,2017/07/14 13:26:00+00,926,9AM,2,2,MOTOR VEHICLE,94,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,7612,,TEXLYN,CT,METRO,LOCAL,0,,,,,,,FRIDAY,2017/07/14 18:34:00+00,1434,2PM,2,2,MOTOR VEHICLE,24,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0265,,,I-265,,FEDERAL,INTERSTATE,0,,,,,,,FRIDAY,2017/07/14 21:00:00+00,1700,5PM,2,2,MOTOR VEHICLE,34,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,NIGHT ACRES,LN,PRIVATE,LOCAL,0,,,,,,,SATURDAY,2017/07/15 13:36:00+00,936,9AM,2,1,PEDESTRIAN,4,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY2050,,,HERR,LN,STATE,MINOR ARTERIAL,0,,,,WESTLYNNE,,ABBEYWOOD,SUNDAY,2017/07/16 07:31:00+00,331,3AM,1,1,MOTOR VEHICLE,16,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY2050,,,HERR,LN,STATE,MINOR ARTERIAL,0,,,,WESTLYNNE,,ABBEYWOOD,SUNDAY,2017/07/16 07:31:00+00,331,3AM,1,1,MOTOR VEHICLE,18,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,PENILE,RD,METRO,PRIMARY COLLECTOR,0,,,,,,,SUNDAY,2017/07/16 12:54:00+00,854,8AM,1,1,MOTOR VEHICLE,55,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1747,,,FERN VALLEY,RD,STATE,MAJOR ARTERIAL,0,KY0864,POPLAR LEVEL,,,,,SUNDAY,2017/07/16 13:04:00+00,904,9AM,3,3,MOTOR VEHICLE,26,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END - OTHER,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1703,,,NEWBURG,RD,STATE,MINOR ARTERIAL,0,,TREVILIAN,,,,,MONDAY,2017/07/17 14:23:00+00,1023,10AM,2,2,MOTOR VEHICLE,69,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END - ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1931,8201,,ST ANDREWS CHURCH,RD,STATE,MINOR ARTERIAL,0,,,,,,,MONDAY,2017/07/17 18:13:00+00,1413,2PM,2,2,MOTOR VEHICLE,26,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,,,,MONDAY,2017/07/17 22:00:00+00,1800,6PM,3,3,MOTOR VEHICLE,76,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY2054,,,ALGONQUIN,PKWY,STATE,MINOR ARTERIAL,0,,35TH,,,,,WEDNESDAY,2017/07/19 22:00:00+00,1800,6PM,3,3,MOTOR VEHICLE,17,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY2054,,,ALGONQUIN,PKWY,STATE,MINOR ARTERIAL,0,,35TH,,,,,WEDNESDAY,2017/07/19 22:00:00+00,1800,6PM,3,3,MOTOR VEHICLE,32,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY2053,7900,,THIXTON,LN,STATE,PRIMARY COLLECTOR,0,,,,,,,WEDNESDAY,2017/07/20 03:10:00+00,2310,11PM,1,1,MOTORCYCLE,58,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & GRADE,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1450,,,BLUE LICK,RD,STATE,MINOR ARTERIAL,0,,,,VANGUARD,,ATLAS,FRIDAY,2017/07/21 04:39:00+00,39,12AM,2,2,MOTOR SCOOTER,22,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1747,,S,HURSTBOURNE,PKWY,STATE,MAJOR ARTERIAL,0,,BUNSEN,,,,,SATURDAY,2017/07/22 07:55:00+00,355,3AM,2,2,MOTOR VEHICLE,44,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END - BOTH VEHICLES GOING STRAIGHT ,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1065,,,OUTER,LOOP,STATE,MAJOR ARTERIAL,0,,AIR COMMERCE,,,,,SATURDAY,2017/07/22 19:42:00+00,1542,3PM,2,2,MOTOR VEHICLE,29,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0065,,,I-65,,FEDERAL,INTERSTATE,0,,,,,,,SATURDAY,2017/07/23 00:56:00+00,2056,8PM,2,2,MOTOR VEHICLE,57,FEMALE,TRUE,FALSE,CLEAR,DRY,TRUE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,,6200,,ASHBY,LN,METRO,PRIMARY COLLECTOR,0,,,,,,,TUESDAY,2017/07/25 13:54:00+00,954,9AM,2,2,MOTOR VEHICLE,32,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,CEDARLOOK,,,,,TUESDAY,2017/07/25 19:01:00+00,1501,3PM,3,3,MOTOR VEHICLE,72,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END - OTHER,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,FALSE
